claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,gender,DateOfBirth,State,Contact,Segment,Age,AgeCategory,Region
18700750,86024944,Other driver error,2017-07-15,Auto,Unknown,Material and injury,47679.0,2,Yes,Female,1974-08-01,Arizona,742-298-4693,Silver,50,Adult,West
72789616,40080423,Other driver error,2018-08-30,Auto,Unknown,Material only,2440.0,1,No,Female,1969-09-13,New York,769-451-9372,Gold,54,Adult,Northeast
19132019,14275512,Driver error,2018-10-09,Auto,Unknown,Injury only,28060.0,1,No,Male,1971-06-24,Michigan,362-839-2153,Platinum,53,Adult,Midwest
21361160,70442756,Natural causes,2018-01-06,Auto,No,Material only,1850.0,1,No,Female,1963-06-16,Virginia,174-415-5381,Platinum,61,Adult,South
80894091,36829984,Other driver error,2018-02-22,Auto,Yes,Material and injury,24750.0,1,No,Female,1965-12-01,California,713-967-1935,Platinum,58,Adult,West
21550521,68772500,Driver error,2018-08-30,Auto,Unknown,Material only,2320.0,1,No,Male,1989-11-10,Texas,562-259-5432,Silver,34,Adult,South
69348631,154557,Driver error,2018-04-10,Auto,No,Injury only,12467.68137254902,1,Yes,Female,1978-05-23,Delaware,962-879-1238,Platinum,46,Adult,South
86624774,97640137,Driver error,2018-02-02,Auto,Unknown,Injury only,29600.0,1,No,Male,1975-08-14,South Dakota,812-824-4285,Platinum,48,Adult,Midwest
2040094,49270602,Other causes,2018-06-17,Auto,No,Material only,1790.0,1,No,Male,1960-04-10,Illinois,837-734-6732,Platinum,64,Senior,Midwest
93354997,25021031,Other causes,2018-01-06,Auto,Yes,Injury only,31270.0,1,No,Female,1972-12-07,Illinois,537-548-5913,Platinum,51,Adult,Midwest
61761215,2590748,Other driver error,2018-10-03,Auto,Unknown,Material and injury,30530.0,2,No,Female,1991-11-30,Missouri,185-517-6934,Platinum,32,Adult,Midwest
17871003,98905793,Other driver error,2018-09-19,Auto,Unknown,Material only,3139.5,3,Yes,Female,1993-11-11,Idaho,823-482-5839,Platinum,30,Adult,West
90504501,39495715,Driver error,2017-08-31,Auto,No,Material only,2470.0,1,No,Male,1968-09-16,Louisiana,572-615-8539,Gold,55,Adult,South
23636125,64840478,Other driver error,2017-01-01,Auto,Unknown,Material and injury,17290.0,1,No,Female,1974-02-14,New Mexico,918-174-7461,Silver,50,Adult,West
73972734,30541131,Other driver error,2017-08-11,Home,Unknown,Material only,1570.0,1,No,Female,1988-03-17,Colorado,857-137-2347,Silver,36,Adult,West
2322078,51503228,Driver error,2017-12-17,Auto,Unknown,Injury only,14330.0,3,No,Male,1960-07-12,Iowa,612-258-9783,Silver,64,Senior,Midwest
94870378,57959733,Other driver error,2017-07-22,Auto,No,Material only,2530.0,3,No,Female,1967-12-31,Arkansas,689-628-5247,Platinum,56,Adult,South
46572741,82415154,Other driver error,2017-06-11,Auto,No,Material and injury,15240.0,1,No,Female,1980-03-08,Delaware,578-942-1542,Platinum,44,Adult,South
50960913,67861420,Other causes,2018-02-15,Auto,No,Material only,1880.0,1,No,Female,1992-04-28,Utah,645-657-5692,Platinum,32,Adult,West
91841652,16811546,Crime,2018-08-10,Auto,Unknown,Injury only,37200.0,1,No,Male,1976-07-09,Kansas,486-341-4781,Gold,48,Adult,Midwest
73800450,74840885,Crime,2018-03-14,Home,Unknown,Material only,2060.0,5,No,Female,1966-05-09,Iowa,149-458-3751,Platinum,58,Adult,Midwest
14457951,95719884,Crime,2017-05-22,Auto,Unknown,Material only,1020.0,1,No,Female,1989-11-26,Connecticut,759-157-6329,Platinum,34,Adult,Northeast
82692173,22856223,Other causes,2017-04-12,Auto,No,Material and injury,40660.0,1,No,Female,1963-08-07,Arkansas,728-953-8257,Platinum,60,Adult,South
2262550,26965990,Other causes,2017-02-23,Auto,Unknown,Material only,2310.0,1,No,Female,1998-12-14,New Hampshire,823-634-8723,Platinum,25,Youth,Northeast
91210035,48447568,Driver error,2017-10-24,Auto,No,Material and injury,15920.0,1,No,Male,1962-06-26,Connecticut,294-936-9134,Gold,62,Adult,Northeast
19333178,16102401,Driver error,2017-08-18,Home,Yes,Material only,2710.0,1,No,Male,1996-10-07,Connecticut,148-543-1362,Silver,27,Adult,Northeast
36685947,26448215,Natural causes,2017-02-03,Auto,No,Material only,2290.0,1,No,Female,1983-03-10,Connecticut,765-438-8462,Silver,41,Adult,Northeast
84933468,40922910,Other driver error,2017-02-03,Auto,No,Material only,1180.0,4,No,Male,1963-09-12,Indiana,246-527-5983,Gold,60,Adult,Midwest
61672806,43293983,Other causes,2017-08-11,Auto,No,Material only,3059.0,1,Yes,Female,1989-08-12,New Mexico,356-724-4721,Gold,34,Adult,West
1189987,51195864,Other driver error,2017-09-20,Auto,Unknown,Material only,1630.0,2,No,Female,1971-11-24,North Dakota,831-136-3859,Gold,52,Adult,Midwest
43722644,36395486,Other causes,2017-01-07,Home,No,Material only,3335.0,3,Yes,Male,1971-03-06,North Dakota,365-482-4683,Gold,53,Adult,Midwest
24499353,32850276,Natural causes,2018-10-09,Home,No,Material only,1580.0,1,No,Male,1963-10-29,Maine,893-673-8192,Platinum,60,Adult,Northeast
70086627,94041088,Natural causes,2017-12-10,Home,Unknown,Material only,2645.0,1,Yes,Male,1990-07-16,New Mexico,815-641-3516,Silver,34,Adult,West
97233183,90718924,Other causes,2017-01-21,Home,No,Material and injury,27560.0,1,No,Male,1970-09-30,Maine,185-286-2134,Silver,53,Adult,Northeast
70332189,51278451,Other driver error,2018-03-01,Auto,Unknown,Material and injury,20660.0,1,No,Female,1982-04-23,New Jersey,597-396-2931,Gold,42,Adult,Northeast
3883874,16868327,Driver error,2017-01-14,Auto,No,Material only,1400.0,1,No,Male,1968-02-14,Vermont,426-293-4958,Silver,56,Adult,Northeast
94714143,32269248,Other driver error,2018-07-07,Auto,Yes,Injury only,30350.0,1,No,Female,1971-06-27,Nebraska,574-857-9387,Gold,53,Adult,Midwest
22295924,35410919,Crime,2017-06-04,Auto,No,Material only,1740.0,3,No,Female,1995-05-07,Arizona,862-765-3425,Silver,29,Adult,West
80976947,20716946,Other driver error,2018-03-21,Auto,No,Material and injury,21830.0,1,No,Female,1981-06-10,Kentucky,526-579-6814,Platinum,43,Adult,South
93075008,90102508,Natural causes,2018-03-28,Auto,No,Material only,1280.0,1,No,Male,1985-07-25,Arizona,794-134-3864,Gold,39,Adult,West
46968995,40744509,Other causes,2017-06-25,Auto,No,Material and injury,34770.0,4,No,Male,1999-09-18,Maryland,746-571-4539,Gold,24,Youth,South
23840141,51460517,Other causes,2017-06-18,Auto,Unknown,Material only,1391.5,1,Yes,Male,1969-12-25,North Dakota,925-214-7481,Gold,54,Adult,Midwest
5694962,9677945,Other causes,2018-09-26,Auto,No,Material only,1520.0,1,No,Female,1987-05-28,South Carolina,849-461-6419,Platinum,37,Adult,South
3485777,34297743,Natural causes,2017-07-28,Auto,No,Material only,1700.0,1,No,Female,1976-03-17,Wisconsin,726-673-6513,Platinum,48,Adult,Midwest
49735712,17682060,Crime,2018-10-30,Home,Unknown,Material and injury,17020.0,1,No,Female,1974-11-21,Nevada,186-195-3465,Gold,49,Adult,West
718760,29750601,Other driver error,2017-10-24,Auto,Unknown,Injury only,31980.0,1,No,Female,1995-10-28,Rhode Island,652-976-9723,Platinum,28,Adult,Northeast
81849361,97698815,Natural causes,2017-02-17,Auto,Unknown,Material only,1860.0,1,No,Male,1977-05-06,Ohio,352-765-2183,Gold,47,Adult,Midwest
19639145,28920170,Crime,2017-11-13,Auto,No,Material and injury,41365.5,1,Yes,Male,1962-07-18,Idaho,498-547-6829,Silver,62,Adult,West
6535473,55572419,Other causes,2017-05-09,Auto,Yes,Injury only,27520.0,1,No,Female,1965-05-31,Colorado,728-934-9134,Gold,59,Adult,West
61374372,77219712,Other causes,2017-01-01,Auto,No,Material and injury,20200.0,1,No,Female,1999-08-05,New Hampshire,649-592-8793,Platinum,24,Youth,Northeast
24759210,39286853,Other driver error,2018-10-03,Auto,Unknown,Injury only,35830.0,1,No,Female,1993-06-23,North Dakota,829-753-4352,Platinum,31,Adult,Midwest
6795457,47226965,Driver error,2017-09-07,Auto,No,Material only,2600.0,4,No,Male,1995-06-27,Minnesota,935-251-3941,Platinum,29,Adult,Midwest
27087847,68757979,Natural causes,2017-10-31,Auto,No,Material only,2410.0,1,No,Female,1964-06-07,Kentucky,835-238-5426,Platinum,60,Adult,South
93818470,69956308,Natural causes,2018-01-13,Auto,Yes,Material only,3312.0,4,Yes,Female,1981-02-09,Alabama,934-541-3417,Gold,43,Adult,South
65784642,47603757,Driver error,2018-04-24,Auto,No,Material only,2980.0,1,No,Female,1996-08-09,Nebraska,214-247-6582,Platinum,27,Adult,Midwest
98203403,83534717,Natural causes,2017-04-12,Auto,No,Material only,1680.0,1,No,Male,1965-05-17,Michigan,732-632-3689,Silver,59,Adult,Midwest
52377605,40480522,Driver error,2018-10-30,Auto,Unknown,Material and injury,26310.0,1,No,Female,1984-05-30,Nevada,739-259-6835,Gold,40,Adult,West
79350008,86597605,Driver error,2017-09-27,Auto,No,Material and injury,37400.0,1,No,Female,1962-04-21,Maine,794-584-3826,Gold,62,Adult,Northeast
35620656,7829022,Driver error,2017-11-13,Auto,No,Material only,2320.0,1,No,Male,1980-08-12,North Dakota,964-432-2841,Platinum,43,Adult,Midwest
95022138,77985379,Other driver error,2017-07-01,Auto,Yes,Material and injury,27610.0,2,No,Female,1984-05-20,Maryland,619-412-8295,Platinum,40,Adult,South
24834777,2826434,Driver error,2017-04-25,Home,No,Injury only,22100.0,1,No,Female,1994-11-25,Minnesota,863-274-1853,Platinum,29,Adult,Midwest
94426134,16548727,Other causes,2017-11-06,Auto,Yes,Material only,1080.0,3,No,Female,1984-11-11,North Dakota,475-651-3249,Platinum,39,Adult,Midwest
67394855,94267140,Other driver error,2017-04-12,Auto,No,Material only,1590.0,1,No,Male,1967-10-07,Missouri,765-672-8396,Gold,56,Adult,Midwest
15859475,5637733,Crime,2017-10-10,Auto,Unknown,Material only,2170.0,1,No,Male,1964-05-27,Idaho,567-617-1874,Platinum,60,Adult,West
7238381,684748,Other driver error,2018-07-14,Auto,No,Material only,2920.0,2,No,Male,1977-08-03,Alaska,613-385-2863,Gold,46,Adult,West
27131115,65047878,Natural causes,2017-02-03,Auto,Unknown,Material only,1679.0,4,Yes,Female,1979-08-23,South Dakota,593-329-6298,Silver,44,Adult,Midwest
63175077,84614509,Driver error,2018-06-23,Home,Unknown,Injury only,18308.0,1,Yes,Male,1981-01-14,Wisconsin,576-536-8742,Silver,43,Adult,Midwest
4869668,93766634,Other causes,2018-06-23,Auto,No,Injury only,16940.0,1,No,Female,1970-09-20,Ohio,871-813-4512,Gold,53,Adult,Midwest
29078722,68712439,Other driver error,2018-06-17,Home,No,Material only,1600.0,1,No,Male,1990-08-17,Wisconsin,397-361-3286,Platinum,33,Adult,Midwest
62679663,88785895,Driver error,2018-02-22,Auto,Unknown,Material and injury,39307.0,1,Yes,Male,1977-04-24,Colorado,549-729-2915,Gold,47,Adult,West
29981557,33924586,Natural causes,2018-04-04,Auto,Unknown,Material and injury,28750.0,1,No,Female,1976-03-28,Massachusetts,187-187-9648,Silver,48,Adult,Northeast
59259291,1852176,Driver error,2018-04-17,Auto,Unknown,Material only,1510.0,1,No,Male,1967-06-23,Pennsylvania,563-749-5436,Platinum,57,Adult,Northeast
35839635,58107776,Other driver error,2017-04-25,Auto,Yes,Material only,1030.0,1,No,Female,1974-06-26,Hawaii,794-819-7165,Silver,50,Adult,West
46356995,30743608,Other causes,2017-03-22,Auto,No,Material only,2714.0,1,Yes,Male,1990-02-19,Delaware,541-523-1263,Gold,34,Adult,South
44524224,50530333,Crime,2017-06-04,Auto,Unknown,Material only,2415.0,3,Yes,Male,1999-05-22,Washington,152-152-9356,Silver,25,Youth,West
56720636,29282358,Other driver error,2018-01-13,Auto,No,Material and injury,39280.0,2,No,Female,1985-10-05,Nebraska,291-953-5768,Gold,38,Adult,Midwest
5854580,55375167,Crime,2017-04-05,Home,Unknown,Material only,1403.0,3,Yes,Male,1969-03-30,Nebraska,245-617-1348,Silver,55,Adult,Midwest
24230132,37692329,Driver error,2018-08-16,Auto,No,Material and injury,34300.0,1,No,Male,1992-05-28,Louisiana,195-175-4275,Platinum,32,Adult,South
13479108,2753882,Natural causes,2017-07-01,Auto,No,Material only,2650.0,1,No,Female,1994-10-12,California,739-738-7493,Platinum,29,Adult,West
63532473,88219691,Other causes,2017-09-14,Auto,No,Injury only,23960.0,1,No,Female,1994-10-27,New Jersey,298-359-2684,Silver,29,Adult,Northeast
25246596,67722830,Driver error,2017-08-04,Auto,No,Material only,1529.5,3,Yes,Male,1973-11-30,Tennessee,674-654-7168,Platinum,50,Adult,South
31574986,11321295,Driver error,2017-02-03,Auto,No,Material only,2460.0,2,No,Male,1965-11-13,Delaware,429-596-2169,Platinum,58,Adult,South
6267263,28502965,Natural causes,2017-10-10,Auto,No,Material only,1620.0,1,No,Female,1966-09-11,Delaware,598-625-9431,Silver,57,Adult,South
99444302,51782731,Other driver error,2017-02-03,Home,Unknown,Material only,2790.0,1,No,Male,1989-12-18,Pennsylvania,728-916-1287,Silver,34,Adult,Northeast
75651365,76395629,Other causes,2017-01-27,Auto,No,Material only,1210.0,1,No,Male,1972-01-29,Idaho,812-836-7854,Silver,52,Adult,West
18499217,20960664,Natural causes,2018-08-10,Auto,Yes,Injury only,19676.5,1,Yes,Female,1987-10-28,Vermont,276-719-1489,Platinum,36,Adult,Northeast
56848907,79683883,Other driver error,2017-09-07,Auto,No,Material and injury,27266.5,1,Yes,Male,1985-09-30,Wyoming,194-892-7628,Gold,38,Adult,West
30755644,33388786,Other causes,2017-04-18,Auto,Yes,Injury only,33590.0,2,No,Female,1982-04-13,Missouri,182-164-7386,Gold,42,Adult,Midwest
2741337,52361935,Natural causes,2017-10-17,Auto,Yes,Material only,2840.0,1,No,Male,1995-03-27,Michigan,925-931-3164,Silver,29,Adult,Midwest
86070727,97038550,Other driver error,2018-02-22,Home,Unknown,Material and injury,16790.0,1,No,Female,1973-10-08,Florida,963-613-5369,Platinum,50,Adult,South
2913034,25911554,Natural causes,2018-06-03,Auto,No,Material only,1322.5,3,Yes,Female,1998-06-21,Indiana,321-235-9236,Gold,26,Adult,Midwest
74906328,43834942,Natural causes,2017-07-01,Auto,Yes,Material and injury,19900.0,1,No,Female,1980-09-08,North Dakota,281-286-8362,Gold,43,Adult,Midwest
95114913,17242900,Crime,2017-11-13,Auto,No,Material only,2440.0,1,No,Male,1982-03-27,New Mexico,472-435-3847,Platinum,42,Adult,West
34621474,54094880,Other driver error,2017-02-17,Auto,No,Material only,1529.5,1,Yes,Male,1984-06-01,Delaware,568-481-7418,Silver,40,Adult,South
52223434,59809467,Other driver error,2018-05-28,Auto,Unknown,Material only,12467.68137254902,1,Yes,Female,1987-12-03,Indiana,231-893-6274,Silver,36,Adult,Midwest
93028492,62204138,Driver error,2017-10-31,Auto,Unknown,Material only,2691.0,1,Yes,Female,1989-12-15,Delaware,471-934-4961,Platinum,34,Adult,South
76384782,93993324,Driver error,2017-06-04,Auto,No,Material only,3128.0,1,Yes,Male,1964-02-23,Wisconsin,853-261-1783,Gold,60,Adult,Midwest
79219792,84995304,Other driver error,2018-08-30,Home,Unknown,Material only,3036.0,1,Yes,Female,1985-05-05,Georgia,347-765-3861,Silver,39,Adult,South
25014071,70955654,Crime,2017-10-04,Home,No,Material only,1173.0,1,Yes,Female,1992-08-23,Illinois,867-154-5847,Silver,31,Adult,Midwest
86017636,43274276,Other driver error,2018-02-15,Auto,No,Material only,1200.0,4,No,Female,1977-04-22,Oregon,829-634-2537,Silver,47,Adult,West
45535504,23236713,Driver error,2018-03-14,Auto,Yes,Injury only,29960.0,1,No,Male,1994-01-24,Oklahoma,564-237-8963,Silver,30,Adult,South
80169462,76501371,Driver error,2018-02-15,Auto,Unknown,Material only,1970.0,1,No,Male,1976-02-14,New York,341-346-8795,Silver,48,Adult,Northeast
42474249,56554262,Other causes,2018-10-09,Auto,No,Material only,2090.0,1,No,Male,1982-10-26,North Dakota,142-258-9876,Silver,41,Adult,Midwest
4567648,48123202,Other driver error,2017-08-31,Auto,No,Material only,2640.0,1,No,Female,1998-12-31,Alabama,932-672-6327,Gold,25,Youth,South
99775483,93915431,Other causes,2018-10-30,Auto,No,Material and injury,42124.5,1,Yes,Male,1967-09-08,Maine,134-785-1687,Gold,56,Adult,Northeast
8322480,38560100,Other driver error,2017-03-16,Auto,No,Injury only,21330.0,3,No,Female,1973-11-01,Illinois,586-724-1493,Platinum,50,Adult,Midwest
83960449,31544049,Driver error,2017-11-27,Auto,Unknown,Material only,1817.0,1,Yes,Male,1971-06-04,Kansas,672-351-1964,Silver,53,Adult,Midwest
66563034,68615086,Driver error,2018-07-07,Auto,No,Material and injury,17670.0,1,No,Male,1980-11-12,Vermont,326-937-6952,Platinum,43,Adult,Northeast
95437929,55535045,Driver error,2017-04-05,Auto,No,Material only,1110.0,1,No,Male,1994-08-11,Arkansas,164-539-3948,Gold,29,Adult,South
94981713,17988592,Other causes,2017-07-28,Auto,No,Material and injury,32407.0,1,Yes,Male,1999-12-16,New Mexico,472-186-4937,Platinum,24,Youth,West
59593960,4883962,Driver error,2017-07-15,Auto,Yes,Material only,1460.0,1,No,Male,1972-01-20,Florida,478-721-9743,Platinum,52,Adult,South
4367748,33812279,Other causes,2017-05-22,Auto,Yes,Injury only,41779.5,1,Yes,Male,1991-07-17,Kansas,621-297-6317,Platinum,33,Adult,Midwest
96241162,81854173,Other driver error,2017-05-09,Auto,Unknown,Material only,1850.0,1,No,Male,1993-03-13,Colorado,743-429-8173,Gold,31,Adult,West
11682102,24579061,Natural causes,2017-01-07,Auto,No,Material only,1770.0,1,No,Female,1967-11-24,Indiana,763-365-2837,Platinum,56,Adult,Midwest
26104084,29478976,Crime,2018-05-21,Auto,No,Material only,1160.0,1,No,Male,1983-10-06,Missouri,964-768-7924,Gold,40,Adult,Midwest
38641457,10462042,Other causes,2018-08-03,Home,No,Material only,2410.0,1,No,Female,1964-06-06,Washington,351-316-3172,Platinum,60,Adult,West
51316495,52265112,Other driver error,2017-06-11,Auto,No,Material only,1520.0,2,No,Female,1987-08-21,Massachusetts,251-361-5218,Gold,36,Adult,Northeast
68533229,53900680,Other causes,2017-03-29,Home,Yes,Material and injury,33900.0,2,No,Male,1999-03-06,Massachusetts,591-168-3457,Silver,25,Youth,Northeast
70210720,69784779,Other driver error,2018-05-21,Auto,Yes,Material and injury,28740.0,1,No,Female,1990-08-20,Iowa,521-358-6847,Platinum,33,Adult,Midwest
38508652,26810768,Other causes,2017-07-01,Auto,No,Material and injury,23980.0,3,No,Female,1987-07-02,Washington,387-791-4125,Platinum,37,Adult,West
10080081,82637319,Other causes,2017-10-31,Auto,Unknown,Material only,1184.5,1,Yes,Male,1999-03-17,Kentucky,647-375-9124,Platinum,25,Youth,South
6515806,69546065,Crime,2017-06-18,Auto,Unknown,Material only,2104.5,1,Yes,Male,1994-06-12,Pennsylvania,641-659-5972,Platinum,30,Adult,Northeast
2056210,67427492,Driver error,2017-05-29,Auto,No,Material only,1040.0,1,No,Female,1992-11-01,Minnesota,693-794-2741,Silver,31,Adult,Midwest
2581621,18213216,Other causes,2018-09-12,Auto,Unknown,Material and injury,21942.0,2,Yes,Male,1969-10-06,Kentucky,416-461-9145,Silver,54,Adult,South
25688619,98204394,Driver error,2017-02-10,Home,Unknown,Material only,1550.0,6,No,Male,1968-12-06,Virginia,685-823-5284,Silver,55,Adult,South
43680480,63413368,Driver error,2018-06-30,Auto,No,Material only,1740.0,2,No,Male,1966-09-01,Virginia,958-159-2173,Silver,57,Adult,South
14698666,91136854,Other driver error,2018-01-06,Auto,No,Material only,2240.0,4,No,Female,1998-04-07,Wisconsin,943-194-1759,Silver,26,Adult,Midwest
18917146,11187680,Other driver error,2017-03-29,Auto,Unknown,Material only,2440.0,1,No,Female,1974-10-11,Colorado,841-732-5392,Silver,49,Adult,West
82224237,88205075,Other causes,2017-03-16,Auto,Unknown,Injury only,16460.0,1,No,Male,1973-06-03,Virginia,631-658-1329,Platinum,51,Adult,South
52339239,40728123,Other causes,2017-02-10,Auto,No,Material only,2590.0,1,No,Male,1977-07-03,Utah,298-863-2514,Platinum,47,Adult,West
9476314,65176092,Other causes,2017-01-01,Auto,No,Material and injury,37290.0,3,No,Male,1975-11-23,North Carolina,651-379-2486,Silver,48,Adult,South
56133273,84229777,Natural causes,2017-08-11,Auto,No,Material only,3128.0,1,Yes,Female,1976-03-18,Tennessee,728-184-5376,Platinum,48,Adult,South
79752814,76093960,Other causes,2017-05-29,Auto,Unknown,Material only,2700.0,2,No,Female,1984-06-23,Oklahoma,867-923-3798,Silver,40,Adult,South
71517851,36994344,Natural causes,2018-07-27,Auto,No,Material only,2280.0,1,No,Male,1975-12-16,Maine,673-618-4586,Silver,48,Adult,Northeast
29519925,68043300,Other driver error,2018-03-21,Auto,Unknown,Material only,2656.5,1,Yes,Male,1993-06-03,Minnesota,687-879-7692,Platinum,31,Adult,Midwest
2980099,28901669,Crime,2018-02-02,Auto,Yes,Injury only,35178.5,1,Yes,Female,1981-05-28,Montana,798-435-4862,Silver,43,Adult,West
59959117,86916099,Other driver error,2017-04-05,Auto,No,Injury only,19390.0,1,No,Female,1969-03-15,Maine,386-156-9384,Gold,55,Adult,Northeast
87350000,29826894,Other driver error,2017-11-06,Auto,No,Material only,2730.0,5,No,Female,1991-01-06,Arizona,124-198-8153,Silver,33,Adult,West
87230026,79637467,Other causes,2017-02-17,Auto,Yes,Injury only,16700.0,1,No,Male,1971-03-27,Iowa,736-694-8274,Gold,53,Adult,Midwest
9588683,36632227,Other driver error,2017-03-09,Auto,Unknown,Material only,2886.5,1,Yes,Female,1960-06-09,Georgia,369-589-9865,Silver,64,Senior,South
87329176,77510822,Other driver error,2018-10-30,Auto,Unknown,Material only,12467.68137254902,2,No,Female,1986-03-18,Alaska,436-934-7156,Silver,38,Adult,West
3329988,2651069,Other driver error,2017-09-07,Auto,No,Material only,1932.0,1,Yes,Male,1999-03-09,Alabama,681-981-1478,Gold,25,Youth,South
72207767,8150738,Natural causes,2018-05-01,Auto,Unknown,Material only,2210.0,1,No,Female,1987-12-06,New Hampshire,842-127-7916,Platinum,36,Adult,Northeast
96723243,67268108,Other driver error,2018-03-08,Auto,Yes,Material and injury,41280.0,2,No,Male,1973-10-18,Florida,159-192-1758,Platinum,50,Adult,South
14024069,53907868,Other causes,2018-04-17,Auto,Unknown,Material and injury,26620.0,1,No,Male,1978-02-07,Washington,768-578-9871,Platinum,46,Adult,West
74762827,86246733,Driver error,2017-12-10,Auto,Unknown,Material and injury,26520.0,2,No,Male,1982-07-17,Minnesota,248-471-2985,Gold,42,Adult,Midwest
78826857,45568489,Other driver error,2017-05-09,Auto,Yes,Material and injury,14480.0,3,No,Female,1967-11-03,Ohio,826-463-4186,Silver,56,Adult,Midwest
96335300,28032985,Other causes,2017-03-02,Auto,No,Material only,1800.0,2,No,Female,1964-12-10,New Mexico,926-817-6247,Gold,59,Adult,West
45953414,33210182,Crime,2018-01-13,Auto,Yes,Material only,2020.0,1,No,Male,1989-11-09,California,387-759-2586,Platinum,34,Adult,West
81667658,24731784,Natural causes,2018-07-07,Auto,No,Material only,1260.0,1,No,Female,1980-10-17,Delaware,169-631-1283,Silver,43,Adult,South
5222877,36126424,Driver error,2018-10-23,Auto,Unknown,Material and injury,20550.0,1,No,Female,1981-02-11,Maine,398-768-5283,Platinum,43,Adult,Northeast
76523655,95452498,Other causes,2017-04-05,Auto,No,Material only,2219.5,1,Yes,Female,1988-02-21,Michigan,391-537-8235,Silver,36,Adult,Midwest
70512964,22756942,Driver error,2017-01-01,Auto,Yes,Injury only,20310.0,1,No,Male,1982-10-09,Florida,462-823-3126,Silver,41,Adult,South
13217364,62489316,Other causes,2017-08-31,Auto,No,Material only,2330.0,1,No,Female,1993-08-15,Georgia,985-185-1659,Gold,30,Adult,South
6174643,4825461,Other driver error,2017-07-15,Auto,Yes,Material and injury,32960.0,1,No,Female,1965-04-27,Nebraska,791-473-9763,Platinum,59,Adult,Midwest
89056979,63915259,Other causes,2018-09-26,Home,Yes,Material and injury,18530.0,1,No,Male,1986-05-22,Georgia,829-157-6239,Gold,38,Adult,South
94690483,6723724,Natural causes,2017-09-27,Auto,Unknown,Material only,1679.0,1,Yes,Female,1989-04-20,Alabama,592-368-3149,Platinum,35,Adult,South
84029944,51719336,Other causes,2018-01-20,Home,Unknown,Material only,2070.0,1,Yes,Female,1966-07-06,Alaska,149-149-3164,Platinum,58,Adult,West
52259939,89808931,Driver error,2018-07-20,Home,No,Material only,2750.0,1,No,Female,1989-07-22,Washington,524-613-4786,Silver,35,Adult,West
40350951,55105629,Natural causes,2017-10-17,Auto,No,Material only,1860.0,1,No,Male,1981-02-06,Tennessee,516-198-5127,Silver,43,Adult,South
71274497,79076502,Other driver error,2017-10-31,Auto,Unknown,Material only,1380.0,1,No,Female,1977-12-30,New Jersey,259-527-3218,Silver,46,Adult,Northeast
49550521,81131066,Other causes,2017-12-30,Auto,No,Material only,1920.0,2,No,Male,1968-11-01,Alabama,579-265-6183,Gold,55,Adult,South
45433267,75995055,Other causes,2018-06-17,Auto,Yes,Injury only,36350.0,1,No,Female,1995-12-14,Oklahoma,845-854-5473,Gold,28,Adult,South
43558718,24425429,Natural causes,2018-10-16,Auto,No,Material only,1450.0,1,No,Female,1987-06-09,North Carolina,894-913-8453,Gold,37,Adult,South
3465669,51382348,Natural causes,2017-02-23,Home,No,Injury only,39928.0,1,Yes,Male,1970-12-28,Montana,594-728-3497,Silver,53,Adult,West
79446773,18842829,Driver error,2017-03-02,Auto,No,Material only,2450.0,1,No,Male,1969-09-10,Maine,561-158-4657,Platinum,54,Adult,Northeast
172149,98180346,Other causes,2017-06-04,Auto,No,Material only,2810.0,1,No,Male,1992-02-16,Nevada,685-872-4789,Platinum,32,Adult,West
52442756,53013094,Natural causes,2018-06-30,Auto,Unknown,Material only,12467.68137254902,1,No,Male,1976-06-07,Pennsylvania,192-576-9158,Silver,48,Adult,Northeast
79612644,25263633,Other causes,2018-06-10,Auto,No,Material only,2470.0,2,No,Male,1966-12-04,North Dakota,536-497-6752,Silver,57,Adult,Midwest
61900903,16444738,Other causes,2017-08-31,Auto,No,Material only,1207.5,1,Yes,Female,1990-02-18,Tennessee,298-376-5293,Platinum,34,Adult,South
15605014,64231993,Natural causes,2018-03-01,Home,No,Material and injury,29690.0,1,No,Male,1982-07-15,Colorado,617-896-5736,Gold,42,Adult,West
81628285,89530919,Driver error,2018-04-24,Auto,No,Material only,2450.0,1,No,Male,1973-09-20,Illinois,938-684-9572,Gold,50,Adult,Midwest
98795403,38011078,Crime,2018-10-30,Auto,Unknown,Material only,1940.0,1,No,Female,1976-05-20,Nebraska,271-123-1475,Gold,48,Adult,Midwest
49252712,76314493,Other driver error,2017-09-14,Home,No,Material only,12467.68137254902,1,No,Female,1961-10-02,Delaware,389-764-4853,Silver,62,Adult,South
60882662,51975640,Other driver error,2018-10-16,Auto,No,Material and injury,32150.0,2,No,Female,1982-05-10,North Carolina,139-648-8714,Silver,42,Adult,South
35866339,47593642,Crime,2018-04-04,Auto,Unknown,Material only,1750.0,1,No,Male,1970-06-20,Hawaii,596-684-9786,Gold,54,Adult,West
80529502,42439009,Driver error,2018-03-01,Auto,Unknown,Injury only,28950.0,1,No,Female,1976-09-17,Nevada,591-218-5973,Gold,47,Adult,West
41063309,51613894,Other causes,2018-03-28,Home,Unknown,Material and injury,12467.68137254902,1,No,Male,1988-01-02,Missouri,675-213-7462,Silver,36,Adult,Midwest
