CUST_ID,gender,DateOfBirth,State,Contact,Segment
4412055,Female,5/28/1964,AK,576-276-4931,Gold
63302691,Female,2/27/1978,WI,496-493-1743,Gold
69473158,Male,2/23/1989,WA,962-461-7829,Gold
30943507,Female,12/27/1975,MO,184-859-7185,Silver
88072232,Male,6/5/1983,AZ,932-518-9524,Gold
17859000,Female,4/5/1979,IA,732-758-2761,Gold
44758258,Female,11/14/1985,NJ,789-241-7938,Silver
59389375,Male,11/3/1988,VA,985-924-8693,Gold
56357617,Male,12/3/1994,HI,479-834-2685,Gold
82034436,Female,6/10/1973,NH,612-831-3179,Gold
85532819,Male,5/9/1979,NY,452-524-8423,Silver
23741962,Female,8/6/1968,NJ,493-483-5418,Silver
96543848,Male,12/7/1965,WV,341-659-5319,Gold
91135917,Male,8/15/1986,NV,697-129-2549,Platinum
524545,Female,8/10/1980,NC,798-862-5398,Gold
89479887,Male,2/26/1996,MO,527-156-6825,Platinum
73495163,Male,12/30/1974,NY,852-943-3847,Platinum
49889657,Male,8/21/1975,NE,528-923-7546,Silver
96931053,Female,1/26/1997,NV,958-657-4621,Gold
1300972,Female,6/8/1966,ID,378-587-1687,Platinum
83887508,Female,6/7/1969,ID,965-541-7429,Gold
53897607,Female,8/31/1975,CO,975-825-8352,Gold
92392817,Female,2/9/1988,ME,269-614-8632,Gold
75086914,Male,11/18/1965,LA,123-389-3254,Platinum
27868943,Female,9/11/1980,IN,951-875-3657,Platinum
42238302,Male,9/12/1993,NY,764-365-5234,Platinum
83882449,Male,1/31/1992,AR,361-389-8923,Platinum
53191091,Male,3/26/1965,MD,592-942-4216,Silver
55836042,Male,5/17/1983,AR,687-713-6528,Silver
19796899,Female,12/17/1975,TX,725-873-8239,Gold
42014103,Male,2/6/1999,MS,561-657-4953,Gold
66632396,Female,2/13/1961,MO,247-859-1298,Silver
34778857,Male,8/10/1975,TN,643-645-8493,Gold
28437868,Female,1/31/1968,NY,398-185-7936,Platinum
85641672,Male,11/9/1979,PA,512-318-6489,Platinum
86985239,Male,9/4/1969,NV,194-354-9283,Gold
19409471,Male,11/7/1963,AR,215-978-4689,Silver
98537509,Female,9/10/1989,NJ,342-312-9723,Gold
36871042,Male,2/20/1999,RI,428-836-7356,Gold
62206180,Male,12/9/1967,NC,914-173-2839,Silver
6448629,Female,10/23/1984,SD,532-279-9851,Gold
30197131,Female,11/23/1973,MT,518-765-8532,Gold
7988398,Male,9/12/1976,PA,459-421-4897,Gold
13687085,Male,11/18/1997,DE,137-146-7356,Platinum
30864915,Male,7/9/1982,LA,231-692-9132,Gold
44665885,Female,8/15/1994,CT,312-791-7619,Platinum
14604149,Male,4/7/1964,IL,458-539-9346,Platinum
9600820,Female,2/19/1962,MN,356-384-4378,Gold
54275114,Male,7/22/1968,MT,913-256-4138,Gold
24065986,Male,11/25/1998,PA,416-398-8934,Silver
52208972,Female,12/22/1976,OR,563-624-6872,Silver
13435761,Female,7/24/1973,GA,241-382-4182,Gold
64916376,Male,7/24/1999,MD,723-957-1396,Platinum
35895151,Male,8/12/1976,VT,158-152-8735,Platinum
8201624,Female,11/11/1980,NV,761-527-7361,Platinum
55933927,Male,11/2/1965,AL,143-139-8267,Gold
65899365,Female,7/25/1973,TX,135-971-8567,Platinum
57025376,Female,9/20/1965,OH,724-817-2586,Silver
92189083,Male,5/7/1964,TN,935-642-8416,Gold
83836752,Female,5/24/1986,MS,435-561-9674,Platinum
43806629,Female,11/5/1986,MN,561-183-4857,Gold
7303971,Male,3/12/1992,ME,691-856-6412,Silver
35189228,Male,10/29/1974,RI,951-982-4276,Gold
47879133,Female,12/16/1981,CT,918-957-1486,Gold
25550440,Male,8/11/1984,NY,173-589-2678,Gold
38718253,Male,7/19/1968,IL,423-385-8591,Gold
44632301,Female,2/23/1981,WV,261-697-1863,Silver
46691405,Male,12/3/1999,NY,849-637-4683,Gold
96395873,Female,10/13/1963,PA,397-921-2875,Platinum
25582668,Female,6/20/1993,SD,843-873-3714,Platinum
21969808,Female,10/7/1998,IA,961-647-1945,Platinum
56525103,Male,12/27/1999,CO,312-385-7329,Gold
59510159,Male,5/27/1981,IN,421-734-8421,Gold
76666463,Female,1/30/1991,DE,614-357-3216,Gold
10330113,Female,2/23/1996,ID,124-294-1973,Platinum
85250389,Female,5/8/1967,TX,827-367-5247,Platinum
17330419,Female,12/15/1998,DE,625-981-8926,Silver
62935855,Male,12/16/1993,MD,162-183-8139,Gold
27304494,Male,5/11/1965,MO,214-139-4297,Gold
15820948,Male,2/22/1964,TX,583-641-3184,Silver
25989608,Female,3/4/1997,IA,498-475-7823,Gold
64214079,Male,2/26/1981,ME,579-765-9642,Gold
58468142,Female,3/21/1995,TX,684-172-1892,Gold
12108789,Female,4/9/1967,IA,529-962-3471,Gold
25365364,Male,4/29/1973,RI,362-491-4692,Platinum
76339681,Female,3/8/1990,MI,843-529-3256,Platinum
97514724,Male,6/8/1969,FL,641-684-7986,Platinum
14501963,Male,10/24/1980,NM,978-631-4759,Gold
41673539,Female,3/23/1997,ID,738-935-7236,Platinum
47730331,Male,8/2/1984,MD,295-618-9248,Platinum
91180828,Female,3/17/1987,MI,136-473-6752,Platinum
86237672,Male,7/26/1963,IL,384-642-8162,Gold
47437882,Male,1/4/1988,AR,819-543-1365,Platinum
87092211,Male,6/20/1980,ME,128-398-1894,Silver
49820646,Male,3/3/1984,IL,761-237-6184,Silver
77542013,Male,10/19/1977,CO,652-914-5274,Platinum
40950455,Male,9/19/1978,TX,679-963-5234,Gold
97115629,Female,9/22/1996,MT,295-347-9854,Gold
30831279,Male,5/28/1984,ME,516-973-5972,Silver
28866353,Male,3/7/1967,ID,973-967-2815,Silver
23142036,Female,3/10/1984,CO,628-758-6123,Gold
89986804,Female,4/2/1966,LA,163-572-9136,Silver
44467682,Male,12/27/1993,IN,571-162-2735,Gold
45812655,Male,8/11/1995,VA,123-346-2854,Gold
49531152,Male,2/23/1971,FL,857-681-7518,Platinum
5152503,Male,8/27/1975,ND,126-721-7382,Silver
41093135,Female,3/13/1982,NV,273-769-6917,Gold
61806100,Female,1/7/1992,OR,927-618-7894,Platinum
81909700,Female,1/14/1961,IN,392-153-3128,Platinum
7891758,Male,1/16/1982,ID,596-842-1325,Platinum
95560169,Male,3/25/1973,RI,597-124-3297,Platinum
48477566,Female,10/22/1992,AR,641-298-6278,Platinum
38183238,Female,3/15/1985,FL,596-319-8236,Gold
48335931,Female,1/29/1962,MO,654-352-4582,Silver
74888099,Male,7/22/1980,CO,125-613-7698,Platinum
9775143,Female,1/10/1995,LA,921-936-1682,Silver
39959491,Female,4/7/1995,DE,139-742-5417,Silver
69355027,Female,12/17/1964,MO,354-352-3891,Silver
95639174,Male,4/18/1962,MD,574-785-1593,Platinum
82028774,Male,7/5/1960,ME,935-874-7328,Platinum
48673624,Female,3/21/1976,ID,536-156-4179,Platinum
41009394,Female,7/6/1984,UT,384-934-5241,Gold
42726730,Female,3/3/1966,IL,925-473-6217,Gold
18062339,Male,5/10/1976,MO,572-567-1943,Silver
6540281,Male,2/8/1993,AR,196-527-8275,Silver
61582066,Female,4/4/1997,GA,385-513-8153,Platinum
49058491,Female,2/28/1973,AL,794-453-2839,Platinum
3124373,Male,12/18/1979,IA,527-891-4692,Platinum
5345468,Female,3/21/1993,DE,279-185-9127,Platinum
84147585,Male,10/18/1972,AK,743-569-4783,Gold
85357756,Male,1/2/1970,PA,915-698-3649,Platinum
53539195,Male,10/2/1989,NV,914-342-8239,Gold
47153140,Male,7/22/1990,ID,738-413-2418,Platinum
34369658,Female,8/5/1985,IN,897-847-6547,Gold
14477985,Male,7/9/1998,NE,496-361-3285,Silver
66521317,Male,9/3/1991,SD,519-549-9375,Silver
9081086,Male,8/6/1976,WA,254-273-2185,Silver
47237571,Female,11/14/1984,MI,982-854-4365,Platinum
36009093,Female,6/4/1984,SC,264-374-5794,Platinum
60016590,Female,5/25/1984,NV,649-742-8132,Silver
96861647,Female,8/6/1996,NH,495-732-2638,Silver
70659761,Male,6/25/1994,WI,928-163-5178,Platinum
91010040,Male,1/27/1998,VA,329-421-9842,Gold
69050904,Female,2/19/1996,ID,561-736-4597,Gold
69128619,Male,5/18/1991,OK,728-846-5942,Gold
76933532,Female,10/4/1976,PA,892-468-9436,Platinum
25174766,Female,7/19/1995,VT,298-139-6894,Platinum
38923726,Female,4/28/1988,VT,182-927-4389,Gold
53225913,Female,4/8/1964,WY,568-238-7849,Silver
83086717,Male,10/12/1965,SC,948-634-1547,Gold
40460125,Female,12/29/1997,KY,149-439-8456,Silver
88200222,Female,9/15/1966,NM,234-625-7536,Silver
88878373,Female,7/5/1966,CT,536-642-3159,Gold
97545319,Male,4/18/1963,OR,749-261-7893,Silver
64610611,Male,7/15/1987,MO,854-324-1974,Silver
24310699,Male,11/21/1981,ME,857-617-2867,Platinum
42569977,Female,3/24/1997,MS,532-438-5347,Silver
34803042,Female,1/1/1969,MI,148-169-8712,Platinum
25512276,Male,12/18/1983,NY,748-391-1549,Gold
9205013,Male,12/11/1963,DE,239-368-6759,Platinum
29517588,Female,9/15/1999,OH,783-978-8392,Silver
71462870,Male,4/27/1981,NJ,495-278-7638,Platinum
53886536,Male,8/19/1960,FL,879-351-3681,Gold
89279737,Female,11/4/1964,OK,912-289-1532,Platinum
5027573,Male,8/27/1989,NM,948-589-4138,Gold
69204774,Male,6/18/1960,MA,613-746-6123,Platinum
9466593,Female,5/21/1978,CT,826-527-2935,Gold
30679789,Female,7/27/1971,RI,571-543-7321,Silver
15000907,Male,7/27/1964,NH,658-953-7692,Silver
96795364,Female,7/27/1963,TX,548-374-3892,Silver
33152432,Female,3/25/1988,IL,752-932-1462,Gold
42867092,Female,8/22/1970,SC,596-249-8736,Silver
47145694,Female,7/18/1961,MT,642-359-2349,Gold
72833735,Female,1/17/1971,KY,893-531-9732,Silver
3771583,Female,2/12/1978,OK,972-634-1294,Silver
8609975,Male,12/27/1967,TN,142-326-1568,Platinum
29235935,Female,10/27/1998,MD,281-869-9351,Platinum
35459428,Male,11/6/1991,NH,642-462-7695,Silver
2917414,Female,8/30/1982,SD,725-146-3826,Platinum
55982230,Male,5/5/1991,MO,152-467-3764,Platinum
69872861,Female,3/5/1964,VA,872-897-8156,Silver
44866465,Male,8/31/1992,SD,738-518-3125,Silver
39554038,Male,4/5/1970,MT,537-231-1768,Silver
14712345,Male,12/5/1992,TN,527-732-1987,Silver
41660480,Female,1/11/1980,ID,439-961-5261,Silver
53981675,Male,4/9/1986,SC,839-731-7381,Platinum
287476,Male,7/28/1988,FL,364-598-1549,Silver
58378868,Female,10/29/1984,IA,367-512-2167,Gold
62960540,Male,7/29/1988,TN,159-976-1642,Silver
36780334,Male,1/11/1976,VT,253-864-1967,Silver
17814402,Female,7/14/1984,PA,136-379-5432,Silver
4420512,Male,5/27/1991,PA,316-643-2935,Silver
51485708,Female,4/23/1997,WI,219-562-9756,Gold
71496799,Male,5/27/1995,ND,843-251-7481,Platinum
85983291,Female,6/19/1962,AR,715-829-4859,Gold
29500814,Male,10/9/1962,SD,476-851-9768,Platinum
74351384,Male,7/2/1986,LA,372-572-7263,Silver
72363224,Male,1/6/1969,SC,271-324-8534,Silver
41106063,Male,3/26/1988,FL,284-876-9462,Gold
57043846,Male,12/24/1996,RI,756-197-4972,Silver
31740446,Male,3/26/1973,NY,163-473-1482,Gold
17690710,Male,3/3/1973,ME,693-739-2369,Silver
50771198,Male,12/15/1994,ND,361-249-7392,Silver
23460895,Male,1/22/1967,CT,567-179-5829,Platinum
33628817,Male,8/12/1964,MS,243-497-9317,Silver
32791401,Male,7/27/1994,MN,421-738-4967,Platinum
86491727,Female,1/29/1997,IL,294-187-3286,Gold
99674324,Male,1/28/1965,UT,517-562-4916,Silver
81371138,Female,11/9/1963,MI,198-641-6743,Gold
30199988,Female,3/17/1965,WY,321-296-9823,Platinum
20299691,Male,7/4/1988,TN,375-958-4571,Platinum
40591588,Male,11/1/1984,CA,652-837-5837,Silver
28871739,Female,4/29/1977,NY,132-423-5694,Platinum
46995469,Male,8/23/1973,MA,592-471-5829,Platinum
8774687,Male,5/8/1980,KS,813-179-4628,Silver
42083451,Male,11/23/1967,AK,689-375-9463,Platinum
50560987,Male,1/28/1971,NM,927-641-9614,Platinum
88881248,Female,5/3/1963,SC,389-128-5432,Gold
30060683,Female,7/2/1983,AR,549-267-4197,Gold
28999720,Male,11/2/1968,FL,534-219-7419,Platinum
40971431,Female,7/8/1975,DE,519-935-1384,Platinum
46866733,Female,1/18/1969,MN,453-351-9582,Gold
6563653,Male,3/2/1976,NV,257-579-6281,Platinum
9959859,Male,11/18/1970,NV,265-456-8296,Gold
71404791,Female,9/8/1979,NJ,154-695-4765,Gold
73491590,Female,6/18/1987,TX,196-126-1725,Gold
11429044,Male,3/16/1978,NC,972-651-4751,Silver
45634936,Female,6/11/1967,OK,173-527-4698,Platinum
71108576,Male,12/20/1966,AL,783-148-8715,Silver
9017128,Female,11/29/1967,MS,951-573-4932,Silver
72587271,Female,9/9/1971,OK,372-592-3274,Silver
12673582,Female,5/15/1982,VT,869-941-8925,Gold
44821508,Male,2/27/1972,KY,651-851-4785,Platinum
85683729,Male,8/23/1975,SD,416-182-5128,Silver
90115894,Male,11/16/1969,OH,327-875-8379,Platinum
45566276,Male,5/31/1980,TX,362-764-1857,Platinum
12827745,Female,11/16/1972,HI,845-491-5421,Silver
28590552,Female,1/10/1964,TN,189-813-7561,Silver
15965441,Female,5/26/1974,NV,327-934-6843,Silver
12779308,Female,2/3/1985,SD,415-968-7496,Platinum
53719176,Male,5/29/1992,FL,174-342-7516,Silver
51842360,Female,12/3/1976,AK,147-475-9412,Platinum
56398264,Female,6/29/1979,NY,713-394-6524,Silver
73898057,Female,5/25/1960,KS,418-459-4571,Platinum
2476913,Male,6/6/1983,OH,591-934-6948,Gold
66267050,Female,5/14/1962,NE,716-145-5671,Gold
46551094,Female,8/1/1970,OR,564-598-2173,Platinum
5061178,Female,10/14/1972,AR,532-216-1635,Silver
29323970,Male,3/3/1971,NE,783-653-9163,Gold
67243622,Male,10/17/1986,NE,715-435-9327,Gold
62861487,Male,8/9/1987,NV,851-758-3157,Gold
98083433,Male,10/16/1971,CA,912-418-8739,Gold
15681024,Female,11/28/1983,AL,216-539-3569,Silver
92644503,Male,4/18/1989,PA,845-829-8214,Gold
65916260,Female,4/6/1996,KS,687-698-6425,Platinum
34953203,Female,5/9/1997,ME,728-597-3415,Platinum
99961993,Male,6/10/1995,AL,234-943-2876,Platinum
42098367,Female,10/27/1974,MA,278-485-6849,Gold
9130038,Female,11/22/1964,TN,382-247-4267,Silver
80562391,Female,2/24/1960,NY,521-689-3269,Gold
28932340,Male,1/5/1996,LA,652-265-8231,Gold
79212942,Female,1/31/1960,NY,371-639-4189,Platinum
5864769,Male,11/17/1982,CO,314-953-3162,Gold
3955265,Male,2/27/1977,IN,324-296-9625,Platinum
42882285,Female,12/21/1962,SD,149-928-6451,Platinum
96134505,Female,6/3/1984,CT,832-482-4236,Silver
8375366,Female,7/29/1963,AL,875-392-9487,Gold
82000019,Male,10/10/1992,MI,785-894-3194,Silver
30394029,Female,1/8/1970,SC,742-324-8253,Gold
51525336,Female,6/6/1978,HI,485-435-7918,Silver
54963034,Female,4/14/1966,CT,937-293-7985,Platinum
90876878,Male,3/20/1993,OH,897-689-5672,Silver
16216085,Female,12/26/1972,VT,719-273-4738,Platinum
11982382,Male,3/14/1988,OH,439-628-2835,Gold
33290806,Male,8/29/1996,FL,938-486-2376,Gold
39628347,Female,6/10/1970,SD,591-895-6541,Platinum
84277947,Female,8/16/1997,IL,364-165-1298,Silver
95856464,Male,6/3/1999,WI,354-648-3765,Gold
67335009,Female,2/26/1983,MA,732-284-9752,Platinum
8765210,Male,5/27/1973,WA,893-183-3164,Gold
77765211,Male,10/8/1981,NV,754-754-6471,Silver
39035416,Male,7/29/1961,IA,785-836-9316,Platinum
5264479,Male,9/4/1983,WI,738-216-9185,Gold
24769711,Male,8/4/1966,NH,159-574-8794,Silver
98142348,Male,7/25/1976,CA,416-278-7936,Platinum
22328083,Male,9/15/1972,MT,384-486-4537,Silver
85984961,Female,8/29/1982,CA,948-162-6123,Silver
46937376,Female,2/15/1994,AL,784-895-3481,Gold
54252815,Female,4/1/1992,IN,625-425-9124,Gold
17774827,Male,6/9/1967,FL,239-143-5279,Gold
80544918,Female,6/22/1987,MS,739-748-9768,Platinum
18818283,Female,5/3/1997,CT,179-136-6493,Platinum
22370979,Male,1/17/1962,CO,768-829-7481,Silver
88623068,Female,5/14/1978,FL,532-674-5268,Silver
89044601,Male,10/21/1964,AL,613-467-9145,Gold
73876237,Female,1/27/1975,AL,879-185-4857,Silver
47585713,Male,4/20/1971,ND,627-861-9247,Platinum
16981057,Female,8/7/1966,MT,685-645-1276,Gold
32301882,Male,5/31/1967,NM,124-437-6728,Silver
16717085,Male,12/11/1984,AR,172-426-6187,Gold
75192560,Female,3/22/1984,IA,784-943-8563,Platinum
24715429,Female,3/23/1981,WY,689-678-8591,Platinum
2121802,Male,8/27/1980,PA,827-714-7821,Silver
30966524,Male,1/31/1985,RI,847-169-5361,Gold
63238733,Female,9/8/1993,AZ,268-398-8256,Gold
39608351,Male,12/3/1983,IA,142-758-5874,Gold
16453494,Female,4/17/1978,CT,786-768-5678,Silver
92789350,Male,8/14/1971,CT,486-257-6798,Silver
83706741,Female,11/13/1971,NJ,368-385-8726,Silver
92400577,Male,5/14/1971,MA,625-823-4875,Silver
90646435,Female,12/7/1978,IL,356-975-8315,Gold
56229221,Female,7/3/1993,DE,436-376-2349,Silver
63788489,Male,5/1/1971,SC,549-471-1638,Platinum
49187749,Male,2/3/1984,FL,748-417-3164,Gold
58144290,Male,1/8/1979,TX,893-725-3847,Gold
21330507,Male,3/13/1962,TX,871-328-3185,Platinum
21066098,Female,8/16/1962,LA,356-637-2735,Platinum
46673661,Male,10/28/1997,MI,123-942-4267,Platinum
48477164,Female,10/20/1976,NV,572-493-8516,Silver
42351519,Female,7/3/1979,GA,237-467-4729,Gold
25879245,Male,6/11/1982,WA,154-126-4286,Gold
86301193,Female,12/23/1980,LA,951-543-3542,Platinum
12996134,Female,6/28/1971,AL,925-723-2589,Platinum
44003496,Male,12/30/1962,CO,156-853-4153,Gold
89737711,Male,3/30/1991,WA,641-148-4597,Platinum
32560779,Female,11/18/1960,KS,715-238-2678,Gold
8039037,Female,10/16/1986,OH,714-274-5137,Gold
68723599,Male,11/14/1965,OR,264-348-3762,Silver
46129941,Female,3/16/1999,WV,943-157-4137,Silver
58098499,Female,5/27/1988,MN,756-876-1238,Silver
12377926,Male,11/11/1999,MS,735-517-7849,Silver
20444103,Male,1/17/1980,KY,354-473-1357,Gold
89456307,Male,8/3/1996,ID,135-341-8196,Platinum
15166995,Female,3/26/1977,NC,129-568-9713,Gold
38384757,Female,2/9/1997,KS,259-327-3729,Platinum
74219574,Female,10/28/1967,NE,579-316-6573,Silver
3967610,Female,9/2/1963,KS,947-413-6812,Platinum
441097,Male,8/19/1971,CA,187-348-8375,Gold
86992868,Male,9/28/1987,MS,826-714-7823,Silver
78277006,Female,2/29/1992,WI,146-531-2189,Platinum
83499843,Male,12/3/1988,ME,276-859-1849,Silver
71585789,Male,10/10/1970,WV,156-568-1835,Platinum
6342530,Female,4/5/1974,MO,852-547-4379,Silver
72081129,Male,4/19/1973,SC,124-584-4261,Gold
2413612,Female,6/24/1962,MO,354-589-7983,Gold
263204,Male,12/20/1972,TX,173-892-6314,Silver
8733543,Male,8/29/1993,IA,413-394-4173,Gold
14792193,Female,1/15/1962,HI,587-954-9637,Gold
80581271,Male,5/15/1967,WI,179-763-7395,Platinum
18426154,Male,6/7/1960,NJ,879-485-1945,Gold
85689455,Female,12/20/1981,RI,285-326-1834,Gold
64270813,Female,3/13/1996,WY,643-297-4563,Silver
51547112,Female,1/9/1966,CO,572-697-6125,Silver
48609526,Male,7/29/1970,MN,493-794-4563,Platinum
49759488,Male,5/27/1966,CT,173-198-2416,Silver
56075921,Female,7/5/1969,FL,148-396-5961,Platinum
76916649,Female,5/10/1992,SC,854-921-6417,Silver
47565478,Female,1/28/1961,ND,786-685-8236,Silver
18282409,Female,9/29/1973,AK,326-215-7361,Gold
8715802,Female,8/27/1968,VT,573-719-2548,Silver
42708350,Male,4/29/1995,MT,472-942-8126,Silver
39405635,Male,3/19/1975,ID,216-347-2435,Gold
48038858,Female,6/11/1989,NY,374-852-9148,Silver
15880215,Male,4/29/1989,WI,349-735-4516,Platinum
13088377,Female,11/9/1991,WY,794-928-4196,Platinum
88870543,Female,12/11/1997,WV,591-659-9652,Platinum
9339845,Male,7/31/1969,MO,976-293-9743,Gold
13926634,Male,7/8/1982,FL,653-896-2719,Platinum
18307355,Male,11/9/1968,ID,879-542-1978,Platinum
50436220,Male,8/5/1980,NJ,748-715-9783,Gold
66353946,Female,11/20/1979,KS,512-457-6923,Gold
39881716,Female,1/27/1979,CT,764-685-8523,Silver
28239393,Male,8/19/1978,AL,569-268-4785,Platinum
5237129,Male,3/21/1999,WY,392-746-4561,Platinum
19521118,Female,12/21/1970,SD,967-765-9625,Silver
14892213,Female,8/29/1987,WV,413-256-8476,Gold
53442249,Male,5/23/1981,VA,971-473-5832,Silver
45971331,Male,8/28/1994,AK,936-389-8497,Platinum
79889146,Male,5/21/1975,MT,193-219-1842,Silver
21774335,Male,2/7/1977,OK,127-839-1746,Gold
66284489,Female,4/10/1995,OH,967-136-5829,Gold
72488905,Female,3/10/1980,NM,275-826-8236,Platinum
93910149,Male,8/10/1996,HI,574-165-9841,Silver
77116501,Female,4/4/1968,AR,915-934-5617,Platinum
95822358,Female,12/17/1976,MD,851-432-1692,Silver
54699348,Female,8/30/1975,NY,321-312-5267,Silver
96496046,Female,4/1/1960,VA,965-645-9821,Platinum
73869005,Female,7/1/1964,WV,695-428-9762,Gold
83827717,Female,1/24/1988,NY,578-732-1238,Platinum
55401227,Male,8/18/1991,MA,143-594-1839,Gold
80295008,Female,9/15/1983,NY,542-369-9823,Platinum
28820055,Female,12/5/1987,RI,612-458-8546,Gold
93455439,Female,2/20/1972,MA,423-423-9561,Gold
19478893,Male,3/1/1968,GA,981-142-3251,Gold
45419022,Female,12/1/1993,NY,127-875-1924,Gold
49583926,Female,8/2/1990,MD,853-612-6958,Gold
72296323,Male,11/6/1960,PA,287-152-8153,Platinum
10149231,Female,3/22/1992,FL,291-942-3485,Platinum
93009704,Male,7/16/1998,ID,264-681-4759,Platinum
60987956,Male,4/26/1982,MN,531-564-3296,Platinum
68709394,Female,9/23/1966,ID,461-259-2635,Silver
27878628,Female,8/8/1960,ND,538-689-6358,Platinum
90085898,Female,2/26/1965,AK,789-783-8149,Platinum
56098966,Female,3/23/1967,ME,456-658-1623,Gold
69317965,Male,6/8/1979,VT,265-749-8245,Platinum
81968615,Male,6/23/1979,MT,397-495-7834,Gold
83223514,Male,6/28/1997,SC,528-138-3187,Gold
78341228,Male,11/26/1986,SD,475-573-2957,Gold
41462913,Female,10/24/1961,WI,825-927-2861,Gold
80905889,Male,12/13/1962,UT,398-297-3568,Gold
93822307,Male,11/15/1987,NE,534-856-2654,Platinum
4889449,Male,12/29/1994,MT,574-832-2793,Platinum
98199694,Female,4/4/1978,GA,562-319-1874,Platinum
50460892,Male,5/6/1961,ME,657-645-1346,Gold
42664554,Female,8/13/1993,TN,396-973-2531,Gold
94943525,Male,9/12/1992,AR,612-362-1354,Gold
45434540,Male,9/16/1993,AK,942-916-1537,Silver
88544496,Female,5/16/1975,VT,872-963-2459,Gold
36544565,Female,5/17/1987,WV,973-438-4792,Platinum
90234480,Male,12/18/1964,VA,517-291-4237,Platinum
40801256,Male,8/13/1986,NH,486-258-3256,Gold
67052896,Female,7/8/1966,SD,328-159-3275,Silver
15323667,Female,5/10/1973,SD,489-326-8267,Silver
67070056,Male,11/22/1994,WV,825-189-8961,Platinum
20607084,Female,4/23/1968,GA,986-435-7468,Silver
86886743,Female,10/6/1966,NV,823-732-3156,Platinum
52995625,Female,9/3/1997,OK,129-598-3652,Gold
63137507,Male,10/11/1990,CO,347-689-5786,Platinum
56250763,Female,1/2/1967,RI,983-156-3481,Platinum
35593972,Male,12/9/1979,TN,854-195-3892,Gold
86820732,Female,4/25/1966,MA,952-123-3526,Gold
45113346,Female,4/22/1969,UT,146-429-5398,Silver
54668401,Female,10/10/1960,NY,247-219-5483,Platinum
80002521,Male,8/19/1977,NH,178-723-8945,Platinum
14664886,Male,1/31/1989,VA,396-428-6874,Silver
29903212,Male,12/16/1989,DE,279-918-3268,Platinum
95628948,Male,9/22/1960,AR,647-458-1294,Platinum
39497409,Female,10/4/1990,UT,976-537-8734,Silver
77006226,Female,2/13/1998,TX,641-295-5498,Platinum
23252820,Female,10/11/1969,SC,674-215-4376,Silver
96116969,Female,11/14/1982,AR,748-514-3246,Platinum
46076664,Male,8/2/1960,PA,148-648-3179,Platinum
91322083,Female,4/28/1983,CO,425-138-4538,Gold
34414080,Female,7/8/1974,SC,645-754-1947,Silver
87607433,Male,5/31/1996,LA,856-489-8236,Gold
99892000,Male,6/8/1995,OR,395-246-6172,Gold
74633480,Male,6/22/1966,MI,598-245-7941,Gold
16859101,Female,6/30/1961,NJ,639-138-8341,Silver
92362143,Male,2/13/1986,ID,793-679-4175,Gold
41291823,Male,1/8/1987,OR,982-936-8792,Gold
46710738,Male,4/28/1977,MO,962-834-9361,Gold
47415706,Female,8/8/1961,DE,179-574-5837,Gold
83944124,Male,10/19/1984,NM,984-483-1653,Gold
58198965,Female,7/20/1990,WV,752-392-1925,Platinum
80503762,Male,9/25/1996,UT,892-124-9765,Silver
15214936,Male,3/6/1963,OR,295-845-1275,Silver
81970531,Female,2/1/1965,MI,513-368-1948,Platinum
12826843,Female,8/16/1989,WI,924-524-2158,Platinum
20643817,Female,5/15/1970,OK,542-287-9413,Gold
38369440,Female,8/5/1991,NJ,742-182-2491,Silver
69427973,Female,4/10/1977,NC,875-685-4195,Platinum
3497881,Male,6/12/1975,MD,873-612-3918,Gold
46678650,Male,8/10/1963,GA,527-735-4351,Gold
17664425,Male,7/13/1993,IL,961-243-4972,Gold
41128407,Male,7/9/1966,SD,812-324-7932,Silver
75884493,Female,7/27/1969,VT,196-435-7259,Gold
22580068,Female,4/8/1961,NM,645-965-3267,Silver
49170442,Male,12/22/1985,HI,821-347-4893,Silver
76962128,Female,7/16/1993,MD,295-234-8213,Platinum
72991636,Female,11/24/1989,DE,258-596-5932,Silver
24053072,Male,2/5/1989,ND,573-549-3541,Silver
68458649,Female,1/19/1979,NC,264-287-3795,Platinum
98401399,Female,10/7/1968,IA,219-593-1674,Silver
8310837,Male,6/13/1986,IA,498-387-9816,Silver
99170243,Male,8/3/1993,OH,534-435-2968,Platinum
33314915,Female,10/21/1991,LA,581-835-6243,Platinum
58693933,Male,12/21/1977,MS,892-871-4967,Platinum
65898442,Female,9/25/1968,MO,197-948-5692,Platinum
40303052,Male,4/22/1986,OH,756-974-6729,Gold
94030912,Female,2/6/1995,NC,358-672-8271,Gold
76282379,Female,10/26/1988,OH,293-325-8742,Platinum
62528525,Male,10/6/1980,LA,964-932-9364,Platinum
69526996,Female,1/9/1999,ND,372-583-6278,Silver
88566888,Male,8/15/1985,LA,982-362-7125,Silver
30015627,Male,9/11/1969,SC,254-523-1634,Silver
70088729,Male,12/6/1962,WI,453-475-2863,Silver
53042145,Female,10/4/1964,TN,139-746-7128,Platinum
12499211,Female,12/15/1968,MA,851-792-1325,Gold
3915010,Male,5/30/1987,VA,832-789-5916,Platinum
23094322,Female,1/8/1993,RI,138-136-4367,Gold
95863439,Male,2/20/1983,CT,465-372-5829,Gold
72212627,Male,9/9/1985,SD,693-927-5932,Silver
